,country,countryname,oecdmember,eumember,edate,date,party,partyname,partyabbrev,parfam,coderid,manual,coderyear,testresult,testeditsim,pervote,voteest,presvote,absseat,totseats,progtype,datasetorigin,corpusversion,total,peruncod,per501,per416_1,per416_2,rile,planeco,markeco,welfare,intpeace,datasetversion,id_perm,European_Region,political_affiliation,country_name_x,party_name_english,party_name_parlgov,country_name_short,country_name_y,party_name_short,party_name,party_name_ascii,family_name_short,family_name,left_right,state_market,liberty_authority,eu_anti_pro,cmp,euprofiler,ees,castles_mair,huber_inglehart,ray,benoit_laver,chess,country_id,party_id,family_id
10,11,Sweden,0,0,1952-09-21,195209,11220,communist party of sweden,SKP,20,117,0,1983.0,,,4.34,0,,5.0,230.0,1,10,,91.0,,0.0,,,-40.7,3.3000000000000003,3.3000000000000003,8.8,40.7,2018b,8Y82JK,Western_Europe,Left_wing,Sweden,Communist Party of Sweden [Hoglund],communist party of sweden,SWE,Sweden,SKP-H,Sveriges Kommunistiska Parti [Höglund],Sveriges Kommunistiska Parti [Hoglund],com,Communist/Socialist,1.2,1.4,3.0,3.3,,,,,,,,,35.0,2475.0,14.0
11,11,Sweden,0,0,1952-09-21,195209,11320,social democratic labour party,SAP,30,117,0,1983.0,,,46.047000000000004,0,,110.0,230.0,1,10,,120.0,,0.0,,,-28.3,1.6,4.2,20.8,2.5,2018b,AGKM5T,Western_Europe,Left_wing,,,,,,,,,,,,,,,,,,,,,,,,,
12,11,Sweden,0,0,1952-09-21,195209,11420,people’s party,FP,40,117,0,1983.0,,,24.442,0,,58.0,230.0,1,10,,106.0,,0.0,,,16.1,0.9,16.1,21.7,0.9,2018b,3ENRXJ,Western_Europe,Left_wing,Sweden,People's Party,people’s party,SWE,Sweden,FP,Folkpartiet,Folkpartiet,lib,Liberal,6.2906,7.3062,2.8515,9.4643,11420.0,280.0,1752420.0,1503.0,3704.0,1604.0,7860.0,1604.0,35.0,892.0,6.0
13,11,Sweden,0,0,1952-09-21,195209,11620,right party,,60,117,0,1983.0,,,14.373000000000001,0,,31.0,230.0,1,10,,122.0,,0.0,,,40.9,0.0,31.900000000000002,0.8,0.0,2018b,3ERZTJ,Western_Europe,Right_wing,,,,,,,,,,,,,,,,,,,,,,,,,
14,11,Sweden,0,0,1952-09-21,195209,11810,agrarian party,,80,117,0,1983.0,,,10.735,0,,26.0,230.0,1,10,,64.0,,1.3,,,1.2,0.0,13.5,13.6,2.7,2018b,PZO59H,Western_Europe,Other,,,,,,,,,,,,,,,,,,,,,,,,,
15,11,Sweden,0,0,1956-09-26,195609,11220,communist party of sweden,SKP,20,117,0,1983.0,,,5.001,0,,6.0,231.0,1,10,,119.0,,0.0,,,-46.2,10.1,0.8,23.5,13.4,2018b,8S4LJX,Western_Europe,Left_wing,Sweden,Communist Party of Sweden [Hoglund],communist party of sweden,SWE,Sweden,SKP-H,Sveriges Kommunistiska Parti [Höglund],Sveriges Kommunistiska Parti [Hoglund],com,Communist/Socialist,1.2,1.4,3.0,3.3,,,,,,,,,35.0,2475.0,14.0
16,11,Sweden,0,0,1956-09-26,195609,11320,social democratic labour party,SAP,30,117,0,1983.0,,,44.581,0,,106.0,231.0,1,10,,163.0,,0.0,,,-44.2,8.1,3.5,27.3,2.9,2018b,87HOAY,Western_Europe,Left_wing,,,,,,,,,,,,,,,,,,,,,,,,,
17,11,Sweden,0,0,1956-09-26,195609,11420,people’s party,FP,40,117,0,1983.0,,,23.807000000000002,0,,58.0,231.0,1,10,,146.0,,0.7000000000000001,,,-17.3,2.8000000000000003,6.8,21.900000000000002,2.8000000000000003,2018b,CSX8VJ,Western_Europe,Left_wing,Sweden,People's Party,people’s party,SWE,Sweden,FP,Folkpartiet,Folkpartiet,lib,Liberal,6.2906,7.3062,2.8515,9.4643,11420.0,280.0,1752420.0,1503.0,3704.0,1604.0,7860.0,1604.0,35.0,892.0,6.0
18,11,Sweden,0,0,1956-09-26,195609,11620,right party,,60,117,0,1983.0,,,17.108,0,,42.0,231.0,1,10,,118.0,,0.0,,,53.7,0.0,35.9,10.3,0.0,2018b,I4XTSW,Western_Europe,Right_wing,,,,,,,,,,,,,,,,,,,,,,,,,
19,11,Sweden,0,0,1956-09-26,195609,11810,agrarian party,,80,117,0,1983.0,,,9.450000000000001,0,,19.0,231.0,1,10,,110.0,,0.9,,,1.8,0.0,6.3,7.2,3.6,2018b,KKH27B,Western_Europe,Other,,,,,,,,,,,,,,,,,,,,,,,,,
20,11,Sweden,0,0,1958-06-01,195806,11220,communist party of sweden,SKP,20,117,0,1983.0,,,3.364,0,,5.0,231.0,1,10,,429.0,,1.9000000000000001,,,-41.7,3.5,2.8000000000000003,30.3,10.5,2018b,31QUMF,Western_Europe,Left_wing,Sweden,Communist Party of Sweden [Hoglund],communist party of sweden,SWE,Sweden,SKP-H,Sveriges Kommunistiska Parti [Höglund],Sveriges Kommunistiska Parti [Hoglund],com,Communist/Socialist,1.2,1.4,3.0,3.3,,,,,,,,,35.0,2475.0,14.0
21,11,Sweden,0,0,1958-06-01,195806,11320,social democratic labour party,SAP,30,117,0,1983.0,,,46.216,0,,111.0,231.0,1,10,,600.0,,0.0,,,-24.7,1.7,2.7,25.7,0.0,2018b,S58Y99,Western_Europe,Left_wing,,,,,,,,,,,,,,,,,,,,,,,,,
22,11,Sweden,0,0,1958-06-01,195806,11420,people’s party,FP,40,117,0,1983.0,,,18.209,0,,38.0,231.0,1,10,,51.0,,0.0,,,21.6,0.0,11.8,9.8,5.9,2018b,VEMAXD,Western_Europe,Left_wing,Sweden,People's Party,people’s party,SWE,Sweden,FP,Folkpartiet,Folkpartiet,lib,Liberal,6.2906,7.3062,2.8515,9.4643,11420.0,280.0,1752420.0,1503.0,3704.0,1604.0,7860.0,1604.0,35.0,892.0,6.0
23,11,Sweden,0,0,1958-06-01,195806,11620,right party,,60,117,0,1983.0,,,19.518,0,,45.0,231.0,1,10,,130.0,,0.0,,,56.1,0.0,50.0,8.5,0.0,2018b,XMMMO1,Western_Europe,Right_wing,,,,,,,,,,,,,,,,,,,,,,,,,
24,11,Sweden,0,0,1958-06-01,195806,11810,centre party,CP,80,117,0,1983.0,,,12.662,0,,32.0,231.0,1,10,,126.0,,0.0,,,11.9,1.6,13.5,16.7,0.8,2018b,YO6HUI,Western_Europe,Other,Sweden,Centre Party,centre party,SWE,Sweden,C,Centerpartiet,Centerpartiet,agr,Agrarian,5.8084,5.9903,6.0583,5.5679,11810.0,279.0,1752810.0,1504.0,3705.0,1603.0,7840.0,1603.0,35.0,1461.0,2.0
25,11,Sweden,0,0,1960-09-18,196009,11220,communist party of sweden,SKP,20,117,0,1983.0,,,4.479,0,,5.0,232.0,1,10,,84.0,,0.0,,,-40.5,10.700000000000001,5.9,9.5,22.6,2018b,5DKDUG,Western_Europe,Left_wing,Sweden,Communist Party of Sweden [Hoglund],communist party of sweden,SWE,Sweden,SKP-H,Sveriges Kommunistiska Parti [Höglund],Sveriges Kommunistiska Parti [Hoglund],com,Communist/Socialist,1.2,1.4,3.0,3.3,,,,,,,,,35.0,2475.0,14.0
26,11,Sweden,0,0,1960-09-18,196009,11320,social democratic labour party,SAP,30,117,0,1983.0,,,47.789,0,,114.0,232.0,1,10,,389.0,,0.0,,,-61.4,4.2,0.5,46.2,3.1,2018b,A3M93R,Western_Europe,Left_wing,,,,,,,,,,,,,,,,,,,,,,,,,
27,11,Sweden,0,0,1960-09-18,196009,11420,people’s party,FP,40,117,0,1983.0,,,17.492,0,,40.0,232.0,1,10,,46.0,,0.0,,,8.6,0.0,17.400000000000002,17.400000000000002,6.6000000000000005,2018b,461BJZ,Western_Europe,Left_wing,Sweden,People's Party,people’s party,SWE,Sweden,FP,Folkpartiet,Folkpartiet,lib,Liberal,6.2906,7.3062,2.8515,9.4643,11420.0,280.0,1752420.0,1503.0,3704.0,1604.0,7860.0,1604.0,35.0,892.0,6.0
28,11,Sweden,0,0,1960-09-18,196009,11620,right party,,60,117,0,1983.0,,,16.557,0,,39.0,232.0,1,10,,354.0,,0.0,,,34.800000000000004,0.0,22.6,2.2,0.0,2018b,YZVJX1,Western_Europe,Right_wing,,,,,,,,,,,,,,,,,,,,,,,,,
29,11,Sweden,0,0,1960-09-18,196009,11810,centre party,CP,80,117,0,1983.0,,,13.611,0,,34.0,232.0,1,10,,151.0,,0.0,,,6.0,0.6,18.0,20.5,1.9000000000000001,2018b,COJWYR,Western_Europe,Other,Sweden,Centre Party,centre party,SWE,Sweden,C,Centerpartiet,Centerpartiet,agr,Agrarian,5.8084,5.9903,6.0583,5.5679,11810.0,279.0,1752810.0,1504.0,3705.0,1603.0,7840.0,1603.0,35.0,1461.0,2.0
30,11,Sweden,10,0,1964-09-20,196409,11220,communist party of sweden,SKP,20,117,0,1983.0,,,5.223,0,,8.0,233.0,1,10,,61.0,,0.0,,,-50.0,17.3,0.0,15.5,0.0,2018b,U347B6,Western_Europe,Left_wing,Sweden,Communist Party of Sweden [Hoglund],communist party of sweden,SWE,Sweden,SKP-H,Sveriges Kommunistiska Parti [Höglund],Sveriges Kommunistiska Parti [Hoglund],com,Communist/Socialist,1.2,1.4,3.0,3.3,,,,,,,,,35.0,2475.0,14.0
31,11,Sweden,10,0,1964-09-20,196409,11320,social democratic labour party,SAP,30,117,0,1983.0,,,47.269,0,,113.0,233.0,1,10,,1255.0,,0.0,,,-33.6,1.7,0.1,30.3,0.0,2018b,2ILP7X,Western_Europe,Left_wing,,,,,,,,,,,,,,,,,,,,,,,,,
32,11,Sweden,10,0,1964-09-20,196409,11420,people’s party,FP,40,117,0,1983.0,,,16.975,0,,42.0,233.0,1,10,,336.0,,0.0,,,-48.9,1.0,1.0,27.0,0.0,2018b,7STT98,Western_Europe,Left_wing,Sweden,People's Party,people’s party,SWE,Sweden,FP,Folkpartiet,Folkpartiet,lib,Liberal,6.2906,7.3062,2.8515,9.4643,11420.0,280.0,1752420.0,1503.0,3704.0,1604.0,7860.0,1604.0,35.0,892.0,6.0
33,11,Sweden,10,0,1964-09-20,196409,11620,right party,,60,117,0,1983.0,,,13.722,0,,32.0,233.0,1,10,,53.0,,0.0,,,60.4,0.0,60.4,0.0,0.0,2018b,HZZQA9,Western_Europe,Right_wing,,,,,,,,,,,,,,,,,,,,,,,,,
34,11,Sweden,10,0,1964-09-20,196409,11810,centre party,CP,80,117,0,1983.0,,,13.181000000000001,0,,33.0,233.0,1,10,,235.0,11.915000000000001,4.681,,,-14.043000000000001,0.0,9.362,23.404,0.426,2018b,EYBM81,Western_Europe,Other,Sweden,Centre Party,centre party,SWE,Sweden,C,Centerpartiet,Centerpartiet,agr,Agrarian,5.8084,5.9903,6.0583,5.5679,11810.0,279.0,1752810.0,1504.0,3705.0,1603.0,7840.0,1603.0,35.0,1461.0,2.0
35,11,Sweden,10,0,1968-09-15,196809,11220,left communists party,VPK,20,117,0,1983.0,,,3.0060000000000002,0,,3.0,233.0,1,10,,206.0,,1.5,,,-46.9,12.6,0.0,17.400000000000002,1.0,2018b,GE91TL,Western_Europe,Left_wing,,,,,,,,,,,,,,,,,,,,,,,,,
36,11,Sweden,10,0,1968-09-15,196809,11320,social democratic labour party,SAP,30,117,0,1983.0,,,50.116,0,,125.0,233.0,1,10,,56.0,,5.4,,,-42.9,10.700000000000001,0.0,32.1,9.0,2018b,O4W5GS,Western_Europe,Left_wing,,,,,,,,,,,,,,,,,,,,,,,,,
37,11,Sweden,10,0,1968-09-15,196809,11420,people’s party,FP,40,117,0,1983.0,,,14.256,0,,32.0,233.0,1,10,,97.0,,0.0,,,-59.9,4.1,2.0,46.4,0.0,2018b,KBBC4A,Western_Europe,Left_wing,Sweden,People's Party,people’s party,SWE,Sweden,FP,Folkpartiet,Folkpartiet,lib,Liberal,6.2906,7.3062,2.8515,9.4643,11420.0,280.0,1752420.0,1503.0,3704.0,1604.0,7860.0,1604.0,35.0,892.0,6.0
38,11,Sweden,10,0,1968-09-15,196809,11620,right party,,60,117,0,1983.0,,,12.859,0,,29.0,233.0,1,10,,244.0,,0.0,,,25.8,1.2,14.700000000000001,6.2,0.4,2018b,EKYIVF,Western_Europe,Right_wing,,,,,,,,,,,,,,,,,,,,,,,,,
39,11,Sweden,10,0,1968-09-15,196809,11810,centre party,CP,80,117,0,1983.0,,,15.679,0,,37.0,233.0,1,10,,645.0,,4.2,,,-11.6,5.9,4.0,16.1,1.1,2018b,PBGFOL,Western_Europe,Other,Sweden,Centre Party,centre party,SWE,Sweden,C,Centerpartiet,Centerpartiet,agr,Agrarian,5.8084,5.9903,6.0583,5.5679,11810.0,279.0,1752810.0,1504.0,3705.0,1603.0,7840.0,1603.0,35.0,1461.0,2.0
40,11,Sweden,10,0,1970-09-20,197009,11220,left communists party,VPK,20,117,0,1983.0,,,4.756,0,,17.0,350.0,1,10,,78.0,,11.5,,,-40.9,26.900000000000002,0.0,12.8,0.0,2018b,ITVQQU,Western_Europe,Left_wing,,,,,,,,,,,,,,,,,,,,,,,,,
41,11,Sweden,10,0,1970-09-20,197009,11320,social democratic labour party,SAP,30,117,0,1983.0,,,45.343,0,,163.0,350.0,1,10,,197.0,,7.1000000000000005,,,-41.2,10.1,1.5,30.5,4.1,2018b,8DH2KX,Western_Europe,Left_wing,,,,,,,,,,,,,,,,,,,,,,,,,
42,11,Sweden,10,0,1970-09-20,197009,11420,people’s party,FP,40,117,0,1983.0,,,16.211000000000002,0,,58.0,350.0,1,10,,123.0,,8.9,,,-33.5,9.0,2.4,23.5,3.3000000000000003,2018b,GF23Y3,Western_Europe,Left_wing,Sweden,People's Party,people’s party,SWE,Sweden,FP,Folkpartiet,Folkpartiet,lib,Liberal,6.2906,7.3062,2.8515,9.4643,11420.0,280.0,1752420.0,1503.0,3704.0,1604.0,7860.0,1604.0,35.0,892.0,6.0
43,11,Sweden,10,0,1970-09-20,197009,11620,moderate coalition party,MSP,60,117,0,1983.0,,,11.531,0,,41.0,350.0,1,10,,47.0,,2.1,,,10.8,0.0,10.700000000000001,17.0,0.0,2018b,2I7NMD,Western_Europe,Other,,,,,,,,,,,,,,,,,,,,,,,,,
44,11,Sweden,10,0,1970-09-20,197009,11810,centre party,CP,80,117,0,1983.0,,,19.919,0,,71.0,350.0,1,10,,96.0,,5.2,,,-14.6,10.4,5.2,20.900000000000002,2.1,2018b,GSOD7F,Western_Europe,Other,Sweden,Centre Party,centre party,SWE,Sweden,C,Centerpartiet,Centerpartiet,agr,Agrarian,5.8084,5.9903,6.0583,5.5679,11810.0,279.0,1752810.0,1504.0,3705.0,1603.0,7840.0,1603.0,35.0,1461.0,2.0
45,11,Sweden,10,0,1973-09-16,197309,11220,left communists party,VPK,20,117,0,1983.0,,,5.328,0,,19.0,350.0,1,10,,123.0,,9.9,,,-43.0,12.4,0.8,10.8,1.7,2018b,Q8SQG2,Western_Europe,Left_wing,,,,,,,,,,,,,,,,,,,,,,,,,
46,11,Sweden,10,0,1973-09-16,197309,11320,social democratic labour party,SAP,30,117,0,1983.0,,,43.559,0,,156.0,350.0,1,10,,41.0,,0.0,,,-7.7,5.1000000000000005,5.1000000000000005,23.1,2.6,2018b,3TQEFF,Western_Europe,Left_wing,,,,,,,,,,,,,,,,,,,,,,,,,
47,11,Sweden,10,0,1973-09-16,197309,11420,people’s party,FP,40,117,0,1983.0,,,9.419,0,,34.0,350.0,1,10,,149.0,,12.1,,,-11.5,6.0,8.0,13.4,0.0,2018b,AEJX65,Western_Europe,Left_wing,Sweden,People's Party,people’s party,SWE,Sweden,FP,Folkpartiet,Folkpartiet,lib,Liberal,6.2906,7.3062,2.8515,9.4643,11420.0,280.0,1752420.0,1503.0,3704.0,1604.0,7860.0,1604.0,35.0,892.0,6.0
48,11,Sweden,10,0,1973-09-16,197309,11620,moderate coalition party,MSP,60,117,0,1983.0,,,14.294,0,,51.0,350.0,1,10,,76.0,,6.6000000000000005,,,19.7,0.0,15.700000000000001,21.0,2.6,2018b,92DNQ4,Western_Europe,Other,,,,,,,,,,,,,,,,,,,,,,,,,
49,11,Sweden,10,0,1973-09-16,197309,11810,centre party,CP,80,117,0,1983.0,,,25.101,0,,90.0,350.0,1,10,,167.0,,6.9,,,-24.0,9.700000000000001,1.2,17.8,1.2,2018b,YCKVJ8,Western_Europe,Other,Sweden,Centre Party,centre party,SWE,Sweden,C,Centerpartiet,Centerpartiet,agr,Agrarian,5.8084,5.9903,6.0583,5.5679,11810.0,279.0,1752810.0,1504.0,3705.0,1603.0,7840.0,1603.0,35.0,1461.0,2.0
50,11,Sweden,10,0,1976-09-19,197609,11220,left communists party,VPK,20,117,0,1983.0,,,4.753,0,,17.0,349.0,1,10,,185.0,,11.9,,,-38.300000000000004,19.400000000000002,0.0,13.5,9.200000000000001,2018b,9VDD8H,Western_Europe,Left_wing,,,,,,,,,,,,,,,,,,,,,,,,,
51,11,Sweden,10,0,1976-09-19,197609,11320,social democratic labour party,SAP,30,117,0,1983.0,,,42.749,0,,152.0,349.0,1,10,,70.0,,4.3,,,-11.5,0.0,10.0,15.700000000000001,8.6,2018b,D925YT,Western_Europe,Left_wing,,,,,,,,,,,,,,,,,,,,,,,,,
52,11,Sweden,10,0,1976-09-19,197609,11420,people’s party,FP,40,117,0,1983.0,,,11.063,0,,39.0,349.0,1,10,,143.0,,11.200000000000001,,,-2.1,6.3,5.6000000000000005,3.5,0.7000000000000001,2018b,26EKZ3,Western_Europe,Left_wing,Sweden,People's Party,people’s party,SWE,Sweden,FP,Folkpartiet,Folkpartiet,lib,Liberal,6.2906,7.3062,2.8515,9.4643,11420.0,280.0,1752420.0,1503.0,3704.0,1604.0,7860.0,1604.0,35.0,892.0,6.0
53,11,Sweden,10,0,1976-09-19,197609,11620,moderate coalition party,MSP,60,117,0,1983.0,,,15.589,0,,55.0,349.0,1,10,,103.0,,1.0,,,2.2,1.9000000000000001,12.6,15.5,1.9000000000000001,2018b,6VJYHS,Western_Europe,Other,,,,,,,,,,,,,,,,,,,,,,,,,
54,11,Sweden,10,0,1976-09-19,197609,11810,centre party,CP,80,117,0,1983.0,,,24.085,0,,86.0,349.0,1,10,,296.0,,17.2,,,-18.2,5.7,1.4000000000000001,22.7,1.3,2018b,BYIW8Y,Western_Europe,Other,Sweden,Centre Party,centre party,SWE,Sweden,C,Centerpartiet,Centerpartiet,agr,Agrarian,5.8084,5.9903,6.0583,5.5679,11810.0,279.0,1752810.0,1504.0,3705.0,1603.0,7840.0,1603.0,35.0,1461.0,2.0
55,11,Sweden,10,0,1979-09-16,197909,11220,left communists party,VPK,20,117,0,1983.0,,,5.605,0,,20.0,349.0,1,10,,243.0,,7.4,,,-47.300000000000004,15.6,0.0,24.7,4.9,2018b,VWR1J4,Western_Europe,Left_wing,,,,,,,,,,,,,,,,,,,,,,,,,
56,11,Sweden,10,0,1979-09-16,197909,11320,social democratic labour party,SAP,30,117,0,1983.0,,,43.244,0,,154.0,349.0,1,10,,151.0,,7.3,,,-15.3,4.7,9.9,22.5,4.6000000000000005,2018b,KKU18G,Western_Europe,Left_wing,,,,,,,,,,,,,,,,,,,,,,,,,
57,11,Sweden,10,0,1979-09-16,197909,11420,people’s party,FP,40,117,0,1983.0,,,10.591000000000001,0,,38.0,349.0,1,10,,462.0,,12.5,,,-15.200000000000001,2.1,3.0,20.1,0.9,2018b,76HUAM,Western_Europe,Left_wing,Sweden,People's Party,people’s party,SWE,Sweden,FP,Folkpartiet,Folkpartiet,lib,Liberal,6.2906,7.3062,2.8515,9.4643,11420.0,280.0,1752420.0,1503.0,3704.0,1604.0,7860.0,1604.0,35.0,892.0,6.0
58,11,Sweden,10,0,1979-09-16,197909,11620,moderate coalition party,MSP,60,117,0,1983.0,,,20.343,0,,73.0,349.0,1,10,,127.0,,12.700000000000001,,,23.1,0.0,15.1,11.9,0.0,2018b,R9W8MH,Western_Europe,Other,,,,,,,,,,,,,,,,,,,,,,,,,
59,11,Sweden,10,0,1979-09-16,197909,11810,centre party,CP,80,117,0,1983.0,,,18.07,0,,64.0,349.0,1,10,,280.0,,14.3,,,-8.1,3.2,1.8,12.5,1.8,2018b,S93OBI,Western_Europe,Other,Sweden,Centre Party,centre party,SWE,Sweden,C,Centerpartiet,Centerpartiet,agr,Agrarian,5.8084,5.9903,6.0583,5.5679,11810.0,279.0,1752810.0,1504.0,3705.0,1603.0,7840.0,1603.0,35.0,1461.0,2.0
60,11,Sweden,10,0,1982-09-19,198209,11220,left communists party,VPK,20,117,0,1983.0,,,5.561,0,,20.0,349.0,1,10,,207.0,,10.6,,,-39.7,12.1,0.0,23.6,12.1,2018b,2RYB7C,Western_Europe,Left_wing,,,,,,,,,,,,,,,,,,,,,,,,,
61,11,Sweden,10,0,1982-09-19,198209,11320,social democratic labour party,SAP,30,117,0,1983.0,,,45.606,0,,166.0,349.0,1,10,,124.0,,12.9,,,-18.5,2.4,4.0,19.400000000000002,8.8,2018b,8DS18X,Western_Europe,Left_wing,,,,,,,,,,,,,,,,,,,,,,,,,
62,11,Sweden,10,0,1982-09-19,198209,11420,people’s party,FP,40,117,0,1983.0,,,5.901,0,,21.0,349.0,1,10,,123.0,,2.4,,,4.8,0.0,13.8,21.900000000000002,4.1,2018b,IP1CPE,Western_Europe,Left_wing,Sweden,People's Party,people’s party,SWE,Sweden,FP,Folkpartiet,Folkpartiet,lib,Liberal,6.2906,7.3062,2.8515,9.4643,11420.0,280.0,1752420.0,1503.0,3704.0,1604.0,7860.0,1604.0,35.0,892.0,6.0
63,11,Sweden,10,0,1982-09-19,198209,11620,moderate coalition party,MSP,60,117,0,1983.0,,,23.644000000000002,0,,86.0,349.0,1,10,,140.0,,3.6,,,25.1,0.0,23.5,7.8,3.5,2018b,1H6KAX,Western_Europe,Other,,,,,,,,,,,,,,,,,,,,,,,,,
64,11,Sweden,10,0,1982-09-19,198209,11810,centre party,CP,80,117,0,1983.0,,,15.476,0,,56.0,349.0,1,10,,339.0,,14.6,,,-14.0,2.1,5.2,12.8,4.4,2018b,URYWXT,Western_Europe,Other,Sweden,Centre Party,centre party,SWE,Sweden,C,Centerpartiet,Centerpartiet,agr,Agrarian,5.8084,5.9903,6.0583,5.5679,11810.0,279.0,1752810.0,1504.0,3705.0,1603.0,7840.0,1603.0,35.0,1461.0,2.0
65,11,Sweden,10,0,1985-09-15,198509,11220,left communists party,VPK,20,228,1,1991.0,0.631,,5.36,0,,19.0,349.0,1,10,,236.0,27.5,13.1,,,-36.7,12.6,1.3,19.1,5.0,2018b,JPDZD4,Western_Europe,Left_wing,,,,,,,,,,,,,,,,,,,,,,,,,
66,11,Sweden,10,0,1985-09-15,198509,11320,social democratic labour party,SAP,30,228,1,1991.0,0.631,,44.684,0,,159.0,349.0,1,10,,81.0,29.6,9.9,,,-21.1,0.0,9.8,16.0,3.7,2018b,8YGFP7,Western_Europe,Left_wing,,,,,,,,,,,,,,,,,,,,,,,,,
